name, docs, words, word_range, result
octavian, 256, 256, 1073741824, [0.35880112648010254, 0.35880112648010254, 0.35880017280578613]
tido, 256, 256, 1073741824, [0.5304009914398193, 0.5304009914398193, 0.5460009574890137]
octavian, 256, 256, 268435456, [0.35880112648010254, 0.35880112648010254, 0.35880017280578613]
tido, 256, 256, 268435456, [0.5304009914398193, 0.5304009914398193, 0.5304000377655029]
octavian, 256, 256, 67108864, [0.37439990043640137, 0.3744010925292969, 0.35880112648010254]
tido, 256, 256, 67108864, [0.5304009914398193, 0.5304009914398193, 0.5460009574890137]
octavian, 256, 256, 16777216, [0.35879993438720703, 0.35880088806152344, 0.35880112648010254]
tido, 256, 256, 16777216, [0.5616011619567871, 0.561600923538208, 0.5460009574890137]
octavian, 256, 256, 4194304, [0.3744010925292969, 0.35879993438720703, 0.3744010925292969]
tido, 256, 256, 4194304, [0.6240010261535645, 0.608400821685791, 0.6240019798278809]
octavian, 256, 256, 1048576, [0.37440013885498047, 0.3744010925292969, 0.35880112648010254]
tido, 256, 256, 1048576, [0.826801061630249, 0.8268020153045654, 0.8580009937286377]
octavian, 256, 512, 1073741824, [0.8112008571624756, 0.8112020492553711, 0.8112008571624756]
tido, 256, 512, 1073741824, [1.1544020175933838, 1.1700029373168945, 1.1700019836425781]
octavian, 256, 512, 268435456, [0.826801061630249, 0.8424019813537598, 0.8268020153045654]
tido, 256, 512, 268435456, [1.1700022220611572, 1.1856021881103516, 1.1700022220611572]
octavian, 256, 512, 67108864, [0.811201810836792, 0.8424010276794434, 0.826801061630249]
tido, 256, 512, 67108864, [1.2012019157409668, 1.2012019157409668, 1.2324018478393555]
octavian, 256, 512, 16777216, [0.8424019813537598, 0.8424010276794434, 0.8268020153045654]
tido, 256, 512, 16777216, [1.3572020530700684, 1.3572020530700684, 1.372802972793579]
octavian, 256, 512, 4194304, [0.8424007892608643, 0.8424019813537598, 0.8580009937286377]
tido, 256, 512, 4194304, [1.856403112411499, 1.85640287399292, 1.8564040660858154]
octavian, 256, 512, 1048576, [0.8424010276794434, 0.8268020153045654, 0.8424019813537598]
tido, 256, 512, 1048576, [3.7908058166503906, 3.8220059871673584, 3.822007179260254]
octavian, 256, 1024, 1073741824, [1.7940030097961426, 1.8252029418945312, 1.8408029079437256]
tido, 256, 1024, 1073741824, [2.496004104614258, 2.449205160140991, 2.4804041385650635]
octavian, 256, 1024, 268435456, [1.7940030097961426, 1.7940030097961426, 1.7784030437469482]
tido, 256, 1024, 268435456, [2.542804002761841, 2.558403968811035, 2.5272037982940674]
octavian, 256, 1024, 67108864, [1.7784030437469482, 1.7940030097961426, 1.8252031803131104]
tido, 256, 1024, 67108864, [2.7768051624298096, 2.792405128479004, 2.808004856109619]
octavian, 256, 1024, 16777216, [1.809602975845337, 1.8252029418945312, 1.8252029418945312]
tido, 256, 1024, 16777216, [3.7908060550689697, 3.8688058853149414, 3.868807077407837]
octavian, 256, 1024, 4194304, [1.7940027713775635, 1.7940030097961426, 1.7940030097961426]
tido, 256, 1024, 4194304, [8.065214157104492, 7.831212997436523, 7.909212827682495]
octavian, 256, 1024, 1048576, [1.8252029418945312, 1.7940030097961426, 1.8408029079437256]
tido, 256, 1024, 1048576, [18.01803207397461, 17.89323091506958, 17.971231937408447]
octavian, 512, 32, 1073741824, [0.09360003471374512, 0.07800006866455078, 0.09360003471374512]
tido, 512, 32, 1073741824, [0.10920000076293945, 0.10920000076293945, 0.10920000076293945]
octavian, 512, 32, 268435456, [0.07800006866455078, 0.07800006866455078, 0.09360003471374512]
tido, 512, 32, 268435456, [0.10920095443725586, 0.10920000076293945, 0.10920000076293945]
octavian, 512, 32, 67108864, [0.09360003471374512, 0.07799983024597168, 0.07800102233886719]
tido, 512, 32, 67108864, [0.12479996681213379, 0.10920000076293945, 0.12479996681213379]
octavian, 512, 32, 16777216, [0.07800006866455078, 0.07800006866455078, 0.07800006866455078]
tido, 512, 32, 16777216, [0.10920000076293945, 0.12479996681213379, 0.10920000076293945]
octavian, 512, 32, 4194304, [0.07800006866455078, 0.07799983024597168, 0.09359979629516602]
tido, 512, 32, 4194304, [0.10920000076293945, 0.10920000076293945, 0.10920095443725586]
octavian, 512, 32, 1048576, [0.09360003471374512, 0.07800006866455078, 0.07800006866455078]
tido, 512, 32, 1048576, [0.12479996681213379, 0.10920095443725586, 0.12479996681213379]
octavian, 512, 64, 1073741824, [0.18719983100891113, 0.1716008186340332, 0.1715998649597168]
tido, 512, 64, 1073741824, [0.24959993362426758, 0.24960112571716309, 0.23399996757507324]
octavian, 512, 64, 268435456, [0.1716010570526123, 0.18720006942749023, 0.18720006942749023]
tido, 512, 64, 268435456, [0.24960017204284668, 0.2651998996734619, 0.24960112571716309]
octavian, 512, 64, 67108864, [0.1716001033782959, 0.18720102310180664, 0.18720006942749023]
tido, 512, 64, 67108864, [0.2651998996734619, 0.24960112571716309, 0.23399996757507324]
octavian, 512, 64, 16777216, [0.1716008186340332, 0.18719983100891113, 0.18720006942749023]
tido, 512, 64, 16777216, [0.2651998996734619, 0.24960017204284668, 0.24959993362426758]
octavian, 512, 64, 4194304, [0.18719983100891113, 0.18720102310180664, 0.1715998649597168]
tido, 512, 64, 4194304, [0.2652010917663574, 0.265200138092041, 0.24960112571716309]
octavian, 512, 64, 1048576, [0.1715998649597168, 0.1715998649597168, 0.1716008186340332]
tido, 512, 64, 1048576, [0.2651998996734619, 0.2652010917663574, 0.28080010414123535]
octavian, 512, 128, 1073741824, [0.35880112648010254, 0.3744010925292969, 0.37440013885498047]
tido, 512, 128, 1073741824, [0.5304009914398193, 0.5460009574890137, 0.5460000038146973]
octavian, 512, 128, 268435456, [0.37439990043640137, 0.3744008541107178, 0.3744008541107178]
tido, 512, 128, 268435456, [0.5460009574890137, 0.5304012298583984, 0.5460009574890137]
octavian, 512, 128, 67108864, [0.35879993438720703, 0.37440013885498047, 0.3744010925292969]
tido, 512, 128, 67108864, [0.5304009914398193, 0.5304009914398193, 0.5304009914398193]
octavian, 512, 128, 16777216, [0.3744008541107178, 0.37439990043640137, 0.37440013885498047]
tido, 512, 128, 16777216, [0.561600923538208, 0.5460009574890137, 0.5460011959075928]
octavian, 512, 128, 4194304, [0.3744010925292969, 0.3744010925292969, 0.3900010585784912]
tido, 512, 128, 4194304, [0.5928010940551758, 0.5928010940551758, 0.5928010940551758]
octavian, 512, 128, 1048576, [0.3900010585784912, 0.37439990043640137, 0.3899998664855957]
tido, 512, 128, 1048576, [0.717602014541626, 0.7332010269165039, 0.7176008224487305]
octavian, 512, 256, 1073741824, [0.8268020153045654, 0.8268020153045654, 0.8112010955810547]
tido, 512, 256, 1073741824, [1.1544020175933838, 1.1544020175933838, 1.1544020175933838]
octavian, 512, 256, 268435456, [0.8424010276794434, 0.8268020153045654, 0.7956008911132812]
tido, 512, 256, 268435456, [1.1388020515441895, 1.1388020515441895, 1.1700022220611572]
octavian, 512, 256, 67108864, [0.8268020153045654, 0.8580009937286377, 0.8112020492553711]
tido, 512, 256, 67108864, [1.1700019836425781, 1.1856019496917725, 1.1700019836425781]
octavian, 512, 256, 16777216, [0.8112010955810547, 0.8424019813537598, 0.7956011295318604]
tido, 512, 256, 16777216, [1.2636029720306396, 1.2480018138885498, 1.248002052307129]
octavian, 512, 256, 4194304, [0.8424019813537598, 0.8424019813537598, 0.8424010276794434]
tido, 512, 256, 4194304, [1.5132031440734863, 1.497602939605713, 1.4820020198822021]
octavian, 512, 256, 1048576, [0.826801061630249, 0.8268020153045654, 0.8424010276794434]
tido, 512, 256, 1048576, [2.4804041385650635, 2.511603832244873, 2.511604070663452]
octavian, 512, 512, 1073741824, [1.809602975845337, 1.809602975845337, 1.809602975845337]
tido, 512, 512, 1073741824, [2.46480393409729, 2.449204921722412, 2.46480393409729]
octavian, 512, 512, 268435456, [1.8408031463623047, 1.8252029418945312, 1.809602975845337]
tido, 512, 512, 268435456, [2.496004819869995, 2.46480393409729, 2.496004104614258]
octavian, 512, 512, 67108864, [1.809602975845337, 1.85640287399292, 1.840804100036621]
tido, 512, 512, 67108864, [2.605203866958618, 2.6208040714263916, 2.683203935623169]
octavian, 512, 512, 16777216, [1.8720030784606934, 1.8564040660858154, 1.8252029418945312]
tido, 512, 512, 16777216, [3.2448060512542725, 3.229205846786499, 3.260406017303467]
octavian, 512, 512, 4194304, [1.840803861618042, 1.856403112411499, 1.8720028400421143]
tido, 512, 512, 4194304, [5.881210088729858, 5.95920991897583, 6.177610874176025]
octavian, 512, 512, 1048576, [1.9500031471252441, 1.9656040668487549, 1.950002908706665]
tido, 512, 512, 1048576, [15.100826025009155, 15.069627046585083, 15.865227937698364]
octavian, 512, 1024, 1073741824, [3.8376071453094482, 3.9468071460723877, 3.9468069076538086]
tido, 512, 1024, 1073741824, [5.2416088581085205, 5.272809028625488, 5.241610050201416]
octavian, 512, 1024, 268435456, [3.9468071460723877, 3.9936070442199707, 3.915607213973999]
tido, 512, 1024, 268435456, [5.491209030151367, 5.58480978012085, 5.569210052490234]
octavian, 512, 1024, 67108864, [3.9312069416046143, 3.9468069076538086, 3.91560697555542]
tido, 512, 1024, 67108864, [6.973212003707886, 6.7860119342803955, 6.739210844039917]
octavian, 512, 1024, 16777216, [3.790807008743286, 3.8064069747924805, 3.822006940841675]
tido, 512, 1024, 16777216, [11.62201976776123, 11.996421098709106, 12.54242205619812]
octavian, 512, 1024, 4194304, [4.056007146835327, 4.071608066558838, 4.087207078933716]
tido, 512, 1024, 4194304, [32.74445700645447, 31.99565601348877, 32.18285584449768]
octavian, 512, 1024, 1048576, [4.024806976318359, 4.040406942367554, 3.9936070442199707]
tido, 512, 1024, 1048576, [84.86414790153503, 84.33374691009521, 85.06694889068604]
octavian, 1024, 32, 1073741824, [0.18719983100891113, 0.18719983100891113, 0.18720078468322754]
tido, 1024, 32, 1073741824, [0.2651998996734619, 0.2652010917663574, 0.265200138092041]
octavian, 1024, 32, 268435456, [0.18720102310180664, 0.18720006942749023, 0.18720006942749023]
tido, 1024, 32, 268435456, [0.265200138092041, 0.24959993362426758, 0.28079986572265625]
octavian, 1024, 32, 67108864, [0.18719983100891113, 0.18720102310180664, 0.20280003547668457]
tido, 1024, 32, 67108864, [0.2652010917663574, 0.2651998996734619, 0.2652008533477783]
octavian, 1024, 32, 16777216, [0.18720006942749023, 0.20280098915100098, 0.20280003547668457]
tido, 1024, 32, 16777216, [0.2651998996734619, 0.28080081939697266, 0.2651998996734619]
octavian, 1024, 32, 4194304, [0.18719983100891113, 0.20279979705810547, 0.20280098915100098]
tido, 1024, 32, 4194304, [0.2651998996734619, 0.2652008533477783, 0.28079986572265625]
octavian, 1024, 32, 1048576, [0.20280098915100098, 0.18719983100891113, 0.20280003547668457]
tido, 1024, 32, 1048576, [0.2964000701904297, 0.28080105781555176, 0.28080010414123535]
octavian, 1024, 64, 1073741824, [0.40560102462768555, 0.40560102462768555, 0.40559983253479004]
tido, 1024, 64, 1073741824, [0.561600923538208, 0.561600923538208, 0.561600923538208]
octavian, 1024, 64, 268435456, [0.40560007095336914, 0.40559983253479004, 0.40560102462768555]
tido, 1024, 64, 268435456, [0.561600923538208, 0.561600923538208, 0.561600923538208]
octavian, 1024, 64, 67108864, [0.40560102462768555, 0.40560102462768555, 0.40560102462768555]
tido, 1024, 64, 67108864, [0.5616011619567871, 0.5460009574890137, 0.5460009574890137]
octavian, 1024, 64, 16777216, [0.37440013885498047, 0.3900001049041748, 0.3744010925292969]
tido, 1024, 64, 16777216, [0.5460009574890137, 0.5460009574890137, 0.561600923538208]
octavian, 1024, 64, 4194304, [0.40560078620910645, 0.40560102462768555, 0.40560102462768555]
tido, 1024, 64, 4194304, [0.5928008556365967, 0.5928008556365967, 0.5928008556365967]
octavian, 1024, 64, 1048576, [0.40560102462768555, 0.40560007095336914, 0.4211997985839844]
tido, 1024, 64, 1048576, [0.6552019119262695, 0.6552009582519531, 0.6552011966705322]
octavian, 1024, 128, 1073741824, [0.8736019134521484, 0.8892009258270264, 0.9048011302947998]
tido, 1024, 128, 1073741824, [1.1544020175933838, 1.1388020515441895, 1.1388020515441895]
octavian, 1024, 128, 268435456, [0.8112010955810547, 0.811201810836792, 0.8112010955810547]
tido, 1024, 128, 268435456, [1.1544020175933838, 1.1388018131256104, 1.1388020515441895]
octavian, 1024, 128, 67108864, [0.7956020832061768, 0.8112008571624756, 0.8112020492553711]
tido, 1024, 128, 67108864, [1.1544020175933838, 1.1388020515441895, 1.1700019836425781]
octavian, 1024, 128, 16777216, [0.8112020492553711, 0.8112010955810547, 0.8112008571624756]
tido, 1024, 128, 16777216, [1.1856021881103516, 1.1856029033660889, 1.1856019496917725]
octavian, 1024, 128, 4194304, [0.8112010955810547, 0.826801061630249, 0.8268020153045654]
tido, 1024, 128, 4194304, [1.341602087020874, 1.3416030406951904, 1.341601848602295]
octavian, 1024, 128, 1048576, [0.8424019813537598, 0.8424010276794434, 0.8424010276794434]
tido, 1024, 128, 1048576, [1.9032039642333984, 1.903203010559082, 1.9032039642333984]
octavian, 1024, 256, 1073741824, [1.7472028732299805, 1.7316029071807861, 1.7316031455993652]
tido, 1024, 256, 1073741824, [2.4024040699005127, 2.3868050575256348, 2.3868041038513184]
octavian, 1024, 256, 268435456, [1.7472028732299805, 1.7472031116485596, 1.7472031116485596]
tido, 1024, 256, 268435456, [2.418004035949707, 2.4024040699005127, 2.418004035949707]
octavian, 1024, 256, 67108864, [1.7316031455993652, 1.7472028732299805, 1.7472031116485596]
tido, 1024, 256, 67108864, [2.496005058288574, 2.4960038661956787, 2.4804041385650635]
octavian, 1024, 256, 16777216, [1.7472031116485596, 1.7472028732299805, 1.7472031116485596]
tido, 1024, 256, 16777216, [2.7768051624298096, 2.776803970336914, 2.792404890060425]
octavian, 1024, 256, 4194304, [1.7628028392791748, 1.7784030437469482, 1.7940030097961426]
tido, 1024, 256, 4194304, [3.8532068729400635, 3.868806838989258, 3.868807077407837]
octavian, 1024, 256, 1048576, [1.8564038276672363, 1.856403112411499, 1.856403112411499]
tido, 1024, 256, 1048576, [8.112013816833496, 8.20561408996582, 8.174413919448853]
octavian, 1024, 512, 1073741824, [3.837606906890869, 3.837606906890869, 3.837606906890869]
tido, 1024, 512, 1073741824, [5.116808891296387, 5.101208925247192, 5.085608959197998]
octavian, 1024, 512, 268435456, [3.837606906890869, 3.837606906890869, 3.853205919265747]
tido, 1024, 512, 268435456, [5.288408994674683, 5.288408994674683, 5.288408994674683]
octavian, 1024, 512, 67108864, [3.8376059532165527, 3.868807077407837, 3.8688061237335205]
tido, 1024, 512, 67108864, [6.0216100215911865, 6.021610975265503, 6.021610975265503]
octavian, 1024, 512, 16777216, [3.8688058853149414, 3.868807077407837, 3.8844070434570312]
tido, 1024, 512, 16777216, [9.032416105270386, 9.032416105270386, 9.03241515159607]
octavian, 1024, 512, 4194304, [3.9312069416046143, 3.9468069076538086, 3.9468069076538086]
tido, 1024, 512, 4194304, [20.841635942459106, 20.841635942459106, 20.841635942459106]
octavian, 1024, 512, 1048576, [4.149606943130493, 4.1652069091796875, 4.1652069091796875]
tido, 1024, 512, 1048576, [63.024109840393066, 62.97730994224548, 63.00851011276245]
octavian, 1024, 1024, 1073741824, [8.034013986587524, 8.080814123153687, 8.080814838409424]
tido, 1024, 1024, 1073741824, [10.935619115829468, 10.951218843460083, 10.966819047927856]
octavian, 1024, 1024, 268435456, [8.080813884735107, 8.112014055252075, 8.112014055252075]
tido, 1024, 1024, 268435456, [12.46442198753357, 12.46442198753357, 12.46442198753357]
octavian, 1024, 1024, 67108864, [8.112014055252075, 8.034013986587524, 8.034013986587524]
tido, 1024, 1024, 67108864, [18.376832008361816, 18.454832077026367, 18.39243197441101]
octavian, 1024, 1024, 16777216, [8.049613952636719, 8.09641408920288, 8.065213918685913]
tido, 1024, 1024, 16777216, [42.04207396507263, 42.12007403373718, 42.10447287559509]
octavian, 1024, 1024, 4194304, [8.252413988113403, 8.268014907836914, 8.268013954162598]
tido, 1024, 1024, 4194304, [127.82662320137024, 127.99822282791138, 128.1074240207672]
octavian, 1024, 1024, 1048576, [8.470815181732178, 8.43961501121521, 8.455215215682983]
tido, 1024, 1024, 1048576, [361.6554307937622, 361.9986310005188, 362.27943086624146]
octavian, 2048, 32, 1073741824, [0.3744010925292969, 0.3744010925292969, 0.3744010925292969]
tido, 2048, 32, 1073741824, [0.5304009914398193, 0.5304009914398193, 0.5304009914398193]
octavian, 2048, 32, 268435456, [0.37440013885498047, 0.3744010925292969, 0.3744008541107178]
tido, 2048, 32, 268435456, [0.514801025390625, 0.5304009914398193, 0.514801025390625]
octavian, 2048, 32, 67108864, [0.3744010925292969, 0.37439990043640137, 0.37439990043640137]
tido, 2048, 32, 67108864, [0.5304009914398193, 0.514801025390625, 0.5304009914398193]
octavian, 2048, 32, 16777216, [0.3744010925292969, 0.3744010925292969, 0.3744008541107178]
tido, 2048, 32, 16777216, [0.5304009914398193, 0.5304009914398193, 0.514801025390625]
octavian, 2048, 32, 4194304, [0.3900001049041748, 0.3899998664855957, 0.3900008201599121]
tido, 2048, 32, 4194304, [0.5304009914398193, 0.5460009574890137, 0.5304009914398193]
octavian, 2048, 32, 1048576, [0.3900010585784912, 0.3900010585784912, 0.40560007095336914]
tido, 2048, 32, 1048576, [0.5772008895874023, 0.5772008895874023, 0.5772008895874023]
octavian, 2048, 64, 1073741824, [0.7956011295318604, 0.7956008911132812, 0.7956020832061768]
tido, 2048, 64, 1073741824, [1.1388020515441895, 1.1388018131256104, 1.1232020854949951]
octavian, 2048, 64, 268435456, [0.7956020832061768, 0.7956008911132812, 0.7956020832061768]
tido, 2048, 64, 268435456, [1.1388018131256104, 1.1388020515441895, 1.1232020854949951]
octavian, 2048, 64, 67108864, [0.7956018447875977, 0.7956011295318604, 0.7956018447875977]
tido, 2048, 64, 67108864, [1.1388020515441895, 1.1544020175933838, 1.1388020515441895]
octavian, 2048, 64, 16777216, [0.7956008911132812, 0.7956020832061768, 0.8112008571624756]
tido, 2048, 64, 16777216, [1.1700019836425781, 1.1544029712677002, 1.1700019836425781]
octavian, 2048, 64, 4194304, [0.8112010955810547, 0.8112010955810547, 0.811201810836792]
tido, 2048, 64, 4194304, [1.2324020862579346, 1.2324020862579346, 1.2324028015136719]
octavian, 2048, 64, 1048576, [0.8424010276794434, 0.8424019813537598, 0.8580009937286377]
tido, 2048, 64, 1048576, [1.5132019519805908, 1.5132031440734863, 1.5132029056549072]
octavian, 2048, 128, 1073741824, [1.762803077697754, 1.7628028392791748, 1.762803077697754]
tido, 2048, 128, 1073741824, [2.3868038654327393, 2.4024040699005127, 2.3868041038513184]
octavian, 2048, 128, 268435456, [1.7628028392791748, 1.762803077697754, 1.7784030437469482]
tido, 2048, 128, 268435456, [2.402405023574829, 2.418004035949707, 2.4024040699005127]
octavian, 2048, 128, 67108864, [1.7628028392791748, 1.809602975845337, 1.8408031463623047]
tido, 2048, 128, 67108864, [2.46480393409729, 2.449204921722412, 2.4492039680480957]
octavian, 2048, 128, 16777216, [1.7784039974212646, 1.7784030437469482, 1.7784028053283691]
tido, 2048, 128, 16777216, [2.636404037475586, 2.636404037475586, 2.6208040714263916]
octavian, 2048, 128, 4194304, [1.7940030097961426, 1.809602975845337, 1.7940030097961426]
tido, 2048, 128, 4194304, [3.3696060180664062, 3.354006052017212, 3.3540050983428955]
octavian, 2048, 128, 1048576, [1.85640287399292, 1.8720040321350098, 1.8720030784606934]
tido, 2048, 128, 1048576, [6.177609920501709, 6.16201114654541, 6.177610874176025]
octavian, 2048, 256, 1073741824, [3.790807008743286, 3.7752060890197754, 3.7908060550689697]
tido, 2048, 256, 1073741824, [5.054409027099609, 5.038808107376099, 5.023209095001221]
octavian, 2048, 256, 268435456, [3.822007179260254, 3.7908060550689697, 3.8064069747924805]
tido, 2048, 256, 268435456, [5.116809129714966, 5.13240909576416, 5.116809129714966]
octavian, 2048, 256, 67108864, [3.8064069747924805, 3.8064069747924805, 3.8064069747924805]
tido, 2048, 256, 67108864, [5.5068089962005615, 5.506810188293457, 5.506809949874878]
octavian, 2048, 256, 16777216, [3.8220059871673584, 3.822006940841675, 3.8376071453094482]
tido, 2048, 256, 16777216, [7.035612106323242, 7.051211833953857, 7.035613059997559]
octavian, 2048, 256, 4194304, [3.9000070095062256, 3.91560697555542, 3.9000070095062256]
tido, 2048, 256, 4194304, [13.228822946548462, 13.213222980499268, 13.213222980499268]
octavian, 2048, 256, 1048576, [4.196406841278076, 4.180807113647461, 4.180807113647461]
tido, 2048, 256, 1048576, [36.95646405220032, 37.0032639503479, 36.97206401824951]
octavian, 2048, 512, 1073741824, [8.158813953399658, 8.174415111541748, 8.190013885498047]
tido, 2048, 512, 1073741824, [10.826417922973633, 10.826419115066528, 10.842019081115723]
octavian, 2048, 512, 268435456, [8.174413919448853, 8.20561408996582, 8.20561408996582]
tido, 2048, 512, 268435456, [11.668820858001709, 11.684419870376587, 11.684420108795166]
octavian, 2048, 512, 67108864, [8.205615043640137, 8.236814022064209, 8.236814022064209]
tido, 2048, 512, 67108864, [15.178826808929443, 15.272426843643188, 15.163226842880249]
octavian, 2048, 512, 16777216, [8.346014022827148, 8.236814022064209, 8.236814975738525]
tido, 2048, 512, 16777216, [29.062851190567017, 29.00045108795166, 28.984850883483887]
octavian, 2048, 512, 4194304, [8.486415147781372, 8.502014875411987, 8.486414909362793]
tido, 2048, 512, 4194304, [83.27294611930847, 83.33534502983093, 83.31974482536316]
octavian, 2048, 512, 1048576, [9.313216924667358, 9.328815937042236, 9.328816890716553]
tido, 2048, 512, 1048576, [280.39488911628723, 280.3168890476227, 280.4104890823364]
octavian, 2048, 1024, 1073741824, [16.988429069519043, 17.019629955291748, 17.06643009185791]
tido, 2048, 1024, 1073741824, [23.96164083480835, 23.97724199295044, 23.992841958999634]
octavian, 2048, 1024, 268435456, [17.0508291721344, 17.144429922103882, 17.175629138946533]
tido, 2048, 1024, 268435456, [30.62285304069519, 30.685252904891968, 30.685254096984863]
octavian, 2048, 1024, 67108864, [17.20682978630066, 17.238029956817627, 17.28483009338379]
tido, 2048, 1024, 67108864, [57.205300092697144, 57.283299922943115, 57.34570002555847]
octavian, 2048, 1024, 16777216, [17.472030878067017, 17.534430980682373, 17.596830129623413]
tido, 2048, 1024, 16777216, [161.50708103179932, 161.69428205490112, 161.95948195457458]
octavian, 2048, 1024, 4194304, [18.29883098602295, 18.345632076263428, 18.330032110214233]
tido, 2048, 1024, 4194304, [538.3725390434265, 538.8093400001526, 539.5113399028778]
octavian, 2048, 1024, 1048576, [20.638836145401, 20.638835906982422, 20.623236179351807]
tido, 2048, 1024, 1048576, [1647.7528729438782, 1647.8776729106903, 1650.2176768779755]
